business_id,useful,latitude,longitude,stars_y,is_open,RestaurantsPriceRange,RestaurantsTakeOut,RestaurantsDelivery,WiFi,Trendy,Hipster,Upscale,Touristy,Free Parking,Regions,compound,comp_score
5ezrDoezdUlJpUa5Jg6dUQ,0.0,39.929453,-75.1636243,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.9929,5.0
5iuo1kvv0XZMS0bUOoLz2Q,1.0,39.9535919923,-75.1794226902,3.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.34020000000000006,3.0
5l67axuAa5EmEV3lLuSa1Q,0.0,29.9233129,-90.0877986,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9029,5.0
5m3ND7lNNd6zo-bNQGoXhQ,0.0,39.9499452,-75.146352,2.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.1629,3.0
5m9QeYTx52m50MMR3Rr_wA,0.0,39.470729136,-119.8085239866,4.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7199,4.0
5nlpLTaOXgDQgKBHhAzm2g,0.0,53.452698,-113.4697591,4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9437,5.0
5pCDh3Tq3WzQau79hfJbsA,0.5,36.1193788,-86.748865,3.5,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8225,4.5
5qmNrtr0iNyhCk6ky3c97w,0.0,35.958367,-86.8134629,3.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5951,4.0
5uTEok3Z0YICni8NxeDZXw,1.0,29.944002,-90.06213,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9413,5.0
5wgoIQXyP3BEPZLiVi1W8A,0.0,29.9426876,-90.065991,3.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8828,5.0
60NzhNKEQJNBA9ZfvJieDg,0.0,40.020977,-75.670493,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.9931,5.0
61YkH57gZYrRk1R5-P-AxA,0.0,53.5179390899,-113.497134578,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.7184,1.0
62pABDhLkUPAcNgxum_mpw,0.0,38.576005,-90.40718,4.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9411,5.0
64i1xdiU1Wvo1Cuu0erFGA,0.0,39.8996708,-74.9532997,3.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.5738,4.0
68ThEdiK0eWCEgGEmV9Tng,0.0,39.9455687,-75.1717901,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.6369,4.0
69MquJNC3BpgOZvHtutZ-w,0.0,38.788255,-89.982093,4.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9761,5.0
6CsLAjWXFlLpErBZEmGQ5g,1.0,39.9208882,-75.173682,4.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.97885,5.0
6FvC6w810uf6O7Ocd6Wpog,0.0,38.5624086279,-90.3668923776,4.5,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.89525,5.0
6LCZLGa09Qifn6rG7-DNrg,0.0,39.953793,-75.155832,3.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.94285,5.0
6N9T23_iXkcOCh6boAXpIg,1.0,32.3220708,-110.9287346,3.5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9783,5.0
6OBV0LXFHVQoUWuQxJxtwA,0.0,36.1650380033,-86.5101502378,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.296,1.0
6h98Tb1tE6hcrS-Ho_MKLw,2.0,27.8116580618,-82.753661832,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6597,4.0
6iqDIQCE8sq7Xq1xvhG1Tg,2.5,39.4760091123,-119.8072385179,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9824999999999999,5.0
6kAXOzE7fqaBZINQV_-_mg,1.0,36.148333,-86.862353,3.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.93825,5.0
6kPHr6gZaU9732ptn9gJrA,0.0,34.4359054,-119.8230676,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7974,5.0
6mCsrUp9Vl4iXMbOxWtVjA,0.0,36.0810108,-86.7280648,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3013,3.0
7-cD0S7vJlUOuTpF2vQLOQ,1.0,32.2510235,-110.9630046,1.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.34,1.0
71MulAHeKm5p2kIIGYEwpA,1.0,53.52638,-113.616426,4.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9949,5.0
71U7MxQEhwitJOm4CQpRwQ,0.0,27.920067,-82.4989209,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.965,5.0
71b0dSgq1XTYYYWs24Fhow,0.0,28.1551896,-82.7638098,4.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9217,5.0
71q2UD1A7KL2q4AA8mPobQ,1.0,38.5808008,-90.2410679,4.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.8834,5.0
720J1v3TX-J95cdTJbCpKA,1.0,36.1244876582,-86.8488082225,3.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.48119999999999996,4.0
72Y65Cg8MO1t9cWCHpwEQQ,0.0,39.7721837,-86.1520148,4.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.8280000000000001,5.0
741j8hEICpMzo1N4guth2g,4.5,38.5732446,-90.2807262,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.28475,2.0
76xVA7wmqKLURF0tN82N5w,0.0,39.9611607,-75.6033724,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.94725,5.0
78e90HO_R40SyzBr4fnHSA,0.0,39.7655226364,-86.1597495695,3.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2421,3.0
7EhTT4iEuA7JaaWA-eI3Qw,2.0,27.838462,-82.682464,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9866,5.0
7GmQ9LYOoHuvsiaIJuLykQ,0.0,29.9610996,-90.0583835,4.5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.96215,5.0
7KFWWjzHOSBl9HDVXkyusQ,1.0,39.8929548,-75.0912428,3.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.4914,4.0
7L1kXfwU5XM6f6Jxo_L7Yg,0.0,32.2614029,-110.9440973,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8307,5.0
7Ld1DxAhSlGSateku0iqbg,1.0,39.746369,-75.573711,4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9151,5.0
7MaaaorooHRAqkQXcTqmrg,0.0,39.922527,-75.1644732,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,-0.7088,1.0
7R_LxvRPu3qMc8xMhP0POw,0.5,39.7654422471,-86.1573568352,4.5,0.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.9568000000000001,5.0
7WZ5EGb-Xk_uxQTWc52P4w,0.0,39.8743053,-75.3912868,3.5,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.9158,5.0
7YiLEuHuUONZrMPT0OxXUQ,0.0,39.530632,-119.814276,1.5,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9282,0.0
7biQIoyOEMcBGUw106UeOQ,0.0,40.20841,-74.799468,1.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.2732,4.0
7crp8LZA4HbkMAKyh8Wcdg,0.0,39.9952251,-75.1393742,2.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.9772,5.0
7fGsiwsL-cg4UIXWys5fNA,1.0,38.5205639101,-90.3634550795,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,-0.6553,1.0
7l-j0MBJr8KR7Hzk4uaaAQ,1.0,30.0045163,-90.1884469,2.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.1717,2.0
7lwe7n-Yc-V9E_HfLAeylg,0.0,39.9456566,-75.1747733,3.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.9458,5.0
7mpYTDb24SywNMRn3yeakQ,0.0,39.9418766,-75.1451988,4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.89445,5.0
7sKfrJmjG6unAQeWdQUe2w,0.0,40.026465,-75.2244958,3.5,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.96645,5.0
7tN8hIXdQlfc7Lf5OOyjeg,1.5,28.0548911,-82.3905826,3.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.92025,5.0
7utsfp2dXJ09j8Gb9hAIvA,0.0,40.1053723,-75.3404208,4.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.6402,4.0
7wQEzj-0yOpLiANNLuUflQ,1.0,39.691701,-75.484253,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.9298,5.0
7yPzOek7Af2dKWGYKpcHWA,0.5,39.9274110049,-75.1556555182,4.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.95295,5.0
7zzSq-37WyMeSRrN8-zd6Q,0.0,43.595406,-116.193503,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.5334,1.0
8-AIbFaP6GP9BwHZdclBog,1.0,39.9110535,-74.9915109,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.8787,5.0
85-swIyLL-r4Fm5MmCvR9A,1.0,27.8660612,-82.7282876,4.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9686,5.0
89COhCW-cAD5-fTXPfXYTw,1.0,38.612197,-90.320003,3.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.8583,5.0
8AKqLWMjkvzZ0TMakov2xg,2.0,32.1929848,-110.8748784,2.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.636,4.0
8G4mt9y5mRg161XBs-hePw,4.5,38.5684398,-90.4749003,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.9331499999999999,5.0
8JEOmVGQffkr6xtn4vvplQ,0.0,27.713401,-82.394372,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.865,5.0
8LonS_bxNmCDk3FWiG9lzA,0.0,39.951923,-75.144335,4.5,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.9638,5.0
8MyjJ5ocf9VFjdscKrQu4A,0.0,39.9784837,-86.1275897,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.898,5.0
8QJTzIaR5FceGds8HBSIig,0.0,32.214412,-110.9595118,4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.95885,5.0
8QKDQTm76m6BjPO6MtCYIA,0.0,39.8563937,-86.0098416,4.5,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.938,5.0
8bkSuPXdYW58QsUEOG77HQ,0.0,39.8688431771,-86.1284977181,3.5,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.9106,5.0
8gV3YUl8uqHnA-wZ3UZ5Dg,0.0,40.0451177133,-75.5224183808,2.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.7111,4.0
8s1uT8dyBEUwTNeHoZntMg,2.5,36.1629191,-86.7761598,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4845,3.5
8uF-bhJFgT4Tn6DTb27viA,0.0,29.9294259,-90.0770687,4.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.9451,5.0
916Ngv5oF4mQEs7ouvLbug,0.0,35.9241788,-86.8794369,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
94comc1YjKMNU-WSH-Fznw,3.0,38.6805692301,-90.497781965,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,-0.6108,1.0
95Pw5mF_PMbfvXN_K-mXWQ,0.0,39.8125472,-75.1634761,3.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.9184,5.0
98mYebjHN_VXZapVm8Nmqg,1.0,29.9760651,-90.0996259,4.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.8779,5.0
9C2rpb56aQvW0ViZHK9sPw,0.0,32.206315,-110.887843,3.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9613,5.0
9Nya2Xny2gO-83M_oRHHAg,0.0,39.9480046,-75.0283944,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5346,4.0
9OG5YkX1g2GReZM0AskizA,0.0,39.4761165,-119.7893392,2.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9001,5.0
9OtFX3YzG5keaUMOWU1imA,4.0,36.1462072,-86.6930527,4.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.9552,5.0
9Pvwx_IfQgQL4ykmlGV6yA,0.0,40.1163224545,-75.2837920189,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.7964,5.0
9XkgYvXhYibe85V6mNE_TQ,0.0,36.1495917,-86.7968607,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9361999999999999,5.0
9Y5JPV0TFZpJXFokFxwewQ,0.5,39.9381487,-74.9150587,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.87275,5.0
9_m_iA3VAqGBJEW5XLc-5w,1.0,39.906797,-86.2182121,4.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.9699,5.0
9dGzGbNKLMP0_wOqI5GffQ,1.0,27.9213164796,-82.3168221354,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9812,5.0
9dm_v79s9-pefMahqp1SkA,3.0,39.7974826702,-86.1530939541,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.9917,5.0
9fNy_ulPeK74-a7Dnyg6xw,0.0,38.765247,-90.3689636,3.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.7783,5.0
9gObo5ltOMo6UgsaXaHPWA,0.0,39.9516172612,-75.167190457,3.5,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.9778,5.0
9mE7Xp0hH6TMv3eaf2Ylxg,0.0,35.9279848,-86.8680218,4.5,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9383,5.0
9ouyziwYpSvJzlLFpukSgA,1.0,27.8388019441,-82.6846666245,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8914,5.0
9wSJ2hu_ALVSPfuk7N9O8Q,0.0,40.0718047,-75.1273268,3.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.9059,5.0
A-8K66Kx7fMXkayG_3zdJQ,2.0,30.0095891,-90.15963,3.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5800000000000001,4.0
A0F-h3xJm_6gHDKcDQwSrQ,1.0,39.9541715545,-75.2013800841,4.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.9186,5.0
A0zZI5AnaeK4-vKoc9ABmg,2.0,38.5738228,-89.9310173,3.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9882,5.0
A2q7d-CBM2-81tVkmS4JMw,0.5,39.5287886,-119.8143539,3.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9430000000000001,5.0
AEOd0wRdjeLIXb1usSp9hg,0.5,32.2636803,-110.9431659,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7285999999999999,4.5
AL3_t23te70PJpXklfw_HA,0.0,36.1244165,-86.8497567,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7184,4.0
AODksDNj5mH953cyhUG1Qw,0.0,27.9120596,-82.5057677,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.86585,5.0
AOdw-xjhc-ZRVhJzAgJxSw,0.0,40.0815646,-75.0913419,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.9847,5.0
AOlB9GRr5v89k_Gof3b_DA,5.0,29.983473,-90.199623,4.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9283,5.0
ARgidflSXPHj7uhK-Y7hwA,1.0,38.642407,-90.2632879,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.92865,5.0
ATYVsHtyiQnknwFD1ZX4bQ,0.0,29.9166412,-90.0501954,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9359,5.0
AWJyivVwe3t9BO-k8D0ynQ,0.0,39.9489068,-75.1460802,4.5,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.8935500000000001,5.0
AY1SyySRyTnBwBdf7qfGxQ,1.5,39.9489105,-75.1630155,4.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.983,5.0
Aa0lDzrdkiiYGJfKjJxcww,0.5,53.5702532,-113.4649479,3.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9831,5.0
AaWmckcT3O1iQSAIUmzwUA,0.5,27.9519956663,-82.829717,4.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.9612,5.0
AbtYqoBGuvlWmR1gU0c3XA,0.0,39.9448121788,-75.158305077,3.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-0.9118,0.0
AdT6vMVYy2uFFfnYbWoAsw,0.0,36.330411,-86.5942905,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.15680000000000002,2.5
Ahwed4jRpXhmSCkcLL7FOw,1.0,36.0371204933,-86.7983664088,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9919,5.0
AmnnsJq4Pz1jJUFzHwtsOA,0.0,39.912878,-86.134275,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.834,5.0
Ax5taPtXMnxhUJjFUQHF4A,0.0,39.8676664401,-75.3052894586,2.5,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.3235,4.0
B-DiQpcSTJ7oMMnwzbAGTQ,1.0,39.9542886,-75.1855377,4.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.9582,5.0
B03ajYBGDkZrIDB9lRTwUg,0.0,36.153864,-86.7976111,4.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9514,5.0
B10mqANgHvL8gBteo1UhAA,1.0,32.2273367,-110.9653331,3.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9747,5.0
B2TRCYPklp7a8Ipcz5y-BA,0.0,39.95187,-75.159913,4.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.8401,5.0
B2wSy1zQCdZgDXOkhAKGDQ,1.5,27.9423153,-82.4547605,2.5,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8993,5.0
B3JF06ctShiYJeg1FyJ5jA,1.0,53.5228042,-113.5117214,3.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.54805,4.0
B6qHZCAs7Nka-1zdjCzAIQ,1.0,39.9741307,-75.1815903,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.4926,4.0
BDYL4lMlT6fpKgiNlJRclA,0.5,38.600549,-89.992023,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.01984999999999998,2.5
BIW1SKq5ItkA9gP6-FhSkA,2.0,27.763513,-82.662551,3.5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.921,5.0
BVndHaLihEYbr76Z0CMEGw,0.5,27.884852,-82.5060044,4.5,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9627,5.0
BWITd9JUXP3gSi1z3Y-z8g,0.0,40.0078746,-75.1924072,4.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.9715,5.0
BWPokhrYnWdfxdaUaM6l9Q,2.0,36.1599355658,-86.7759658783,4.5,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9739,5.0
Bey6zC3Q6D1PTzqzPU32VA,0.0,32.3576668596,-111.0256558577,3.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8197,5.0
BjBDHqHhMXSxgyVipccznQ,1.0,27.962265,-82.569991,4.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.9192,5.0
BrYoQyygyIb-FsVJ0AMpLg,0.0,36.1266822,-86.7775881,4.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.96405,5.0
Bt7NBqA31uOI4H_hvasLLg,0.0,29.9653626508,-90.059115658,4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9612,5.0
Bw0cpnfI-Y9QmjWzqS-oFg,0.0,39.929738,-75.1633963,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.9555,5.0
BxhkoR6cscJwwex8gx31OA,1.0,36.296536,-86.700179,3.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1002,3.0
C-anTsItNvJHHR__DiGEqQ,0.0,29.9647623,-90.0732441,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9556,5.0
C0j0V6dtOK2Q0OZLTs-Y3g,0.0,39.8331011241,-75.0054095685,2.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-0.9221,0.0
C1QkJ4s_p3hMTrvOgM7ssA,0.0,27.9451157,-82.4978944,3.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7397,4.5
C3Nc7EUqo64jRPWPn6vY9w,0.0,39.9274404658,-75.0318763641,2.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,-0.5723,1.0
C3dGeJ5FnETZ4rpwR5dQWw,2.0,40.184212,-75.132976,3.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.9949,5.0
C4lZdhasjZVQyDlOiXY1sA,0.0,40.0421041651,-75.5410832539,3.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.8402,5.0
CA5BOxKRDPGJgdUQ8OUOpw,0.0,32.2230921164,-110.96662733,4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9767999999999999,5.0
CAQFxeImeXVWnlBL4BzZwQ,4.5,39.8955529,-75.0173948,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,-0.13385,2.5
COclRBaXBjYpomS4syUmvg,0.0,39.870878,-86.1422438,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.936,5.0
CPFKi2lZJazP6IdtCdDDyg,0.5,39.5090563,-119.8149981,4.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9754,5.0
CS_GzUYlEPa6QHTRY224wQ,0.0,40.1274771937,-75.4040751479,3.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.2263,3.0
CUt7emZVW-jxixD7BF7tSg,0.0,39.8460689,-75.0653295,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.031700000000000006,2.5
CYwC5OjwCN6ib_AQDxi3Ow,0.0,34.442941,-119.790779,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7964,5.0
C_EtrXTygRX5RTUOKtO6Dg,0.0,39.9515586,-75.2032578,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.4971,4.0
CiDF-bnN18SBrGpMGFybSA,0.0,38.666688,-90.443835,4.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,-0.8834,0.0
