,index,review_id,business_id,useful,text,date,name,address,city,state,postal_code,latitude,longitude,stars_y,is_open,RestaurantsPriceRange,RestaurantsTakeOut,RestaurantsDelivery,WiFi,Trendy,Hipster,Upscale,Touristy,Free Parking
948,1149,ePf4SVCauqSVD1ZPimA5Hg,oaboaRBUgGjbo2kfUIKDLQ,0,I had high expectations going into this ice cream parlor after reading several excellent reviews and every expectation was met leaving the parlor. The ice cream I chose was the blueberry cheesecake in a waffle cone and it was absolutely amazing! I honestly want to drive a hour back to Nashville just to go and get another scoop of it! Lol! It was so delicious and I highly recommend this place!,2017-06-28 02:58:08,Mike's Ice Cream,129 2nd Ave N,Nashville,TN,37201,36.1626492,-86.7759733,4.5,1,1,,,1,0,0,0,0,0
949,1150,g1RM-U5yik9vtX0vqPMDjw,oaboaRBUgGjbo2kfUIKDLQ,0,"Mike's ice cream is the best, great flavors to chose from.  They moved off Broadway,  but worth it, more room.",2017-08-07 22:24:28,Mike's Ice Cream,129 2nd Ave N,Nashville,TN,37201,36.1626492,-86.7759733,4.5,1,1,,,1,0,0,0,0,0
950,1151,vzV5TsZT4KMpWPF6AftFYg,oaboaRBUgGjbo2kfUIKDLQ,0,"I'm all about ice cream, really I am. But it was early and I wanted a hot chocolate. The problem is that I'm a hot chocolate snob. Only milk, only dark, whip cream? yes please. So I asked around and got a couple of recommendations from locals and was not disappointed. This is a first for me. I went to an ice cream joint and didn't get ice cream! So think of Mike's as an ice cream joint with a top quality coffee shop inside and you'll be right on.",2014-09-10 19:18:22,Mike's Ice Cream,129 2nd Ave N,Nashville,TN,37201,36.1626492,-86.7759733,4.5,1,1,,,1,0,0,0,0,0
951,1152,V-ZdDpqHeKkmN5yHK4mZHA,oaboaRBUgGjbo2kfUIKDLQ,0,"Great ice cream, speedy service. They let you sample flavors which is handy because they have a ton!",2017-02-19 20:38:17,Mike's Ice Cream,129 2nd Ave N,Nashville,TN,37201,36.1626492,-86.7759733,4.5,1,1,,,1,0,0,0,0,0
952,1153,t77wB9XveTd1jr1SiK-wkw,oaboaRBUgGjbo2kfUIKDLQ,0,"Great place to chill with a drink. Process time is short, and tastes are good. Excellent location.",2018-02-23 22:33:49,Mike's Ice Cream,129 2nd Ave N,Nashville,TN,37201,36.1626492,-86.7759733,4.5,1,1,,,1,0,0,0,0,0
953,1154,ZdQm2HXOKdEFRaVy5EHajw,oaboaRBUgGjbo2kfUIKDLQ,0,"Unbeatably good ice cream!  Love maple walnut, and they had it with blondie bits -- to die for.  This is THE ice cream place to go to if you are in Nashville -- forget the others!",2015-08-20 19:54:28,Mike's Ice Cream,129 2nd Ave N,Nashville,TN,37201,36.1626492,-86.7759733,4.5,1,1,,,1,0,0,0,0,0
954,1155,O6vMUEbfEUSfoZK_EQkZQA,oaboaRBUgGjbo2kfUIKDLQ,0,"Went all in on a triple after walking around for a few hours on a relatively crisp evening, and didn't regret it at all. Wasn't overly impressed, but certainly solid product.",2015-01-18 23:27:36,Mike's Ice Cream,129 2nd Ave N,Nashville,TN,37201,36.1626492,-86.7759733,4.5,1,1,,,1,0,0,0,0,0
955,1156,ujq0KAsSvdjs2u1IKASd7A,oaboaRBUgGjbo2kfUIKDLQ,0,"Mike's Ice Cream is awesome!  They have a huge selection of ice cream flavors, many of them are handmade.  The nutter butter and Tennesee fudge are both amazing!  The red velvet cake ice cream is good too.  I would love to go back sometime and try out some more of their flavors.

If you are in Nashville, I would highly recommend putting it on your list of places to visit... especially if you are a fan of ice cream.",2012-03-01 03:14:38,Mike's Ice Cream,129 2nd Ave N,Nashville,TN,37201,36.1626492,-86.7759733,4.5,1,1,,,1,0,0,0,0,0
956,1158,KZaBBKr4uWWK1TpqiBMUMg,cBp1fn2LXpSHe4VbTXLYEw,2,"Finally had the chance to stop by Bab Cafe...what took us so long!  Both of us being Asian food fanatics, we are so happy to have Bab Cafe part of our ever expanding culinary experience here in Reno.

With the guidance of the very friendly and knowledgeable staff, we quickly got a hang of what to order, though there will be many more choices on our future visits.  Liking things a little spicy, we both ordered the Jeyuk Top-Bab (spicy pork).  What incredible flavor!  There is nothing that compares to this place in Reno.  The sauce bar gives you the opportunity to mix things up and the included miso soup is a definite bonus.  Great value for such a fresh, enjoyable meal.  Convenient downtown location to take away, dine in or have it delivered via UberEats.",2018-08-23 21:52:18,Bab Café - Reno,"303 W 3rd St, Ste 130",Reno,NV,89501,39.5281099,-119.8169346,4.5,1,1,,,1,1,1,0,0,1
957,1159,wAM66UfeH6U3pJxuZwWzIA,cBp1fn2LXpSHe4VbTXLYEw,0,"So delicious! I am so happy Reno is getting more variety in it's restaurants. 
Bab Cafe has a great menu, service was quick even during the lunch rush. 
I had the Dak-Galbi Bibim-bab ""teriyaki chicken."" The meat was tasty, veggies were fresh, sauces were awesome. I also ordered a side of potstickers (because I can never resist potstickers) and they were so great. 
Only wish it were a little easier to get to, being downtown parking can be a challenge.",2017-06-06 23:22:10,Bab Café - Reno,"303 W 3rd St, Ste 130",Reno,NV,89501,39.5281099,-119.8169346,4.5,1,1,,,1,1,1,0,0,1
958,1160,Ehy1HBTEGUcWcjaVGVjnfw,cBp1fn2LXpSHe4VbTXLYEw,4,"Odd location but unique find. It's simple but well done. If I wasn't on a carbless diet, I'd be here more often. Although I enjoy the bibimbaps. My favorite here is the Chap Jae noodles. My daughter and I can't get enough of them. Service is also friendly and awesome. Great spot for the college kids nearby. A little bit of an inconvenience for me(south reno).",2018-01-09 22:28:51,Bab Café - Reno,"303 W 3rd St, Ste 130",Reno,NV,89501,39.5281099,-119.8169346,4.5,1,1,,,1,1,1,0,0,1
959,1161,K-pZXNz4qkMFYh9eaqtSoQ,cBp1fn2LXpSHe4VbTXLYEw,6,"I thought it was okay, I got #1 bowl, bulgogi beef, I spent $11.99 + $2 (up size) + $1.19 x 3 (Kimchi) + 10% (TIp) + Tax = over $19 for bowl of food, which was mostly rice, a small miso soup (not good), and an okay size side of kimchi (3-4oz Dixie cups); for my palate and price point, I would rather do AYCE Koren BBQ at $19.99 for lunch. 

Flavor was okay, nothing special, my favorite part was the really hot sauce, and the kimchi, especially flavorful! 

I feel they need to do better with pricing/value, as this seems aggressive to me, after getting an upsize at $13.99. I expect to be semi wow'd going back to my Value Equation (see profile). It was just okay, and the bowl flavors didn't really work for me, it feels like a mash, that doesn't really make sense flavor wise or texture. 

I can't say I am a fan (4 stars), because I wouldn't return anytime soon. I would try it again, but no rush, except if I was craving kimchi, then I would return and buy a couple of those! 

Tip - 3rd street is a one way, so I parked on Arlington and walked over, it's only meter parking too.",2017-06-07 04:03:12,Bab Café - Reno,"303 W 3rd St, Ste 130",Reno,NV,89501,39.5281099,-119.8169346,4.5,1,1,,,1,1,1,0,0,1
960,1162,N163aMJnBimT3_Ci-QfWxQ,cBp1fn2LXpSHe4VbTXLYEw,0,"I really liked the concept and the quality of service. Liked the sauces as well. It would have been better if the food was more authentic. Miso soup, the bean paste soup tasted more Japanese than Korean. And the rice, either it isn't Korean or wasn't cooked right. Korean rice is sticky but the rice I was served was very dry.",2018-06-26 18:58:32,Bab Café - Reno,"303 W 3rd St, Ste 130",Reno,NV,89501,39.5281099,-119.8169346,4.5,1,1,,,1,1,1,0,0,1
961,1163,4UZblMVCFM_LmgrZMAPItQ,cBp1fn2LXpSHe4VbTXLYEw,0,Great food for a great price! Every time i have gone in to Bab Cafe the staff is always super helpful and educated on their product and make recommendations. Would 10/10 recommend to anyone!,2018-08-14 17:01:55,Bab Café - Reno,"303 W 3rd St, Ste 130",Reno,NV,89501,39.5281099,-119.8169346,4.5,1,1,,,1,1,1,0,0,1
962,1164,v0oZWccugUpiN3rCDKOABw,cBp1fn2LXpSHe4VbTXLYEw,1,"Fast food Korean style. Simple clean flavors, a small menu for the indecisive, and a cute interior and even some outside seating. Great if you are in a rush. Homemade  sauces are delicious.",2017-05-26 06:20:30,Bab Café - Reno,"303 W 3rd St, Ste 130",Reno,NV,89501,39.5281099,-119.8169346,4.5,1,1,,,1,1,1,0,0,1
963,1165,HwikCEhthF0iyB7-H_1U2A,cBp1fn2LXpSHe4VbTXLYEw,0,"Tasty kimchi bowl fried rice bowl ($9.99) with bits of pork. I added an extra helping of beef ($1.5) and had it made in brown rice ($1). It came oozing hot chili oil, with delicately cut egg pieces and green scallions on top and a free cup of miso soup too. The bowl and fork were made of recyclable bamboo in a modern design. The lady at the counter, Kelly, is super friendly, it's so nice to be served by spirited happiness. The music is nonintrusive elevator but quite pleasant. The AC comforting against the dry hot Reno air. I did fall asleep right after finishing my bowl which usually means the ingredients - rice, oil, meat, egg - are not of the highest quality. But I don't blame them since you really have to go to places that really advertise ""organic grass fed wild caught highest quality"" etc to get real food these days. I'm on a lazy journey passing thru town just for 6 hours before my Greyhound bus takes me to Las Vegas. It's a short walk from the Greyhound station and expecting not much. In this light, Bob delivered with flying colors.",2017-08-28 21:06:06,Bab Café - Reno,"303 W 3rd St, Ste 130",Reno,NV,89501,39.5281099,-119.8169346,4.5,1,1,,,1,1,1,0,0,1
964,1166,qlR5VtoMmpOLr_rGPFooAg,wzE61ThXOdrSegvwSOzf5w,0,"Totally worth the wait despite the heat!  I had the Vegan grits with a biscuit on the side. OMG!  So good. My 3 sisters each enjoyed their choices as well. Caution, the bloody Mary's are spicy!  The service was excellent. Really considering the wait was 45 mins, the line moved fast and then there was no long wait for our food. They have their process perfected!  Thanks Biscuit Love for a Delish breakfast!!!",2018-09-03 13:46:46,Biscuit Love: Hillsboro Village,2001 Belcourt Ave,Nashville,TN,37212,36.1367494339,-86.7997314667,4.0,1,1,,,1,1,0,0,1,0
965,1167,xoHHXlDvsh-OzJD2a8MAbA,wzE61ThXOdrSegvwSOzf5w,0,My favorite brunch spot in Nashville. You have to come here if you are visiting. Although you will be waiting in line no matter what time you get there. Lines are long before the place even opens. The hype is real!,2017-12-16 00:39:55,Biscuit Love: Hillsboro Village,2001 Belcourt Ave,Nashville,TN,37212,36.1367494339,-86.7997314667,4.0,1,1,,,1,1,0,0,1,0
966,1168,fGM8ad-6TxDs8q5EsRpVOA,wzE61ThXOdrSegvwSOzf5w,0,"Cute, quirky, and delicious!  Conveniently located in the Hillsboro area. Great staff, fast and friendly.  The food oh yes! Awesome. Try the East Nasty and get that side of pickles!! The parking is okay for downtown too and will get better once the neighboring construction completes.",2018-09-25 20:47:14,Biscuit Love: Hillsboro Village,2001 Belcourt Ave,Nashville,TN,37212,36.1367494339,-86.7997314667,4.0,1,1,,,1,1,0,0,1,0
967,1169,_4tiEoIPV2G7_EBp1VLeRw,wzE61ThXOdrSegvwSOzf5w,1,"So far, so good, Biscuit Love! I have to admit, though: I am worried about reviewing this Biscuit Love location, because it is completely possible that it will end up with lines just as long as its Gulch location!

We arrived to Biscuit Love at 8:30am on a Saturday. To our pleasant surprise, there was zero wait! That alone earns you a star, Biscuit Love! In addition, the self-serve sparkling and still water machine is a nice touch.

I ordered the Princess with an egg on top. Trust me, hot chicken and eggs for breakfast is a gorgeous & delicious thing! I devoured the entire meal in very short order. 

The only problem I could find was the coffee. It tasted burnt and left something to be desired. Then again, if you are going to Biscuit Love for its coffee, you're doing it all wrong!

From what I can tell, this location is something of a ""locals secret."" I did not see any obvious tourists here. If you ARE a tourist, though - welcome to Nashville! I highly encourage everyone who reads this review, locals and tourists alike, to visit this location instead of the one in the Gulch.",2017-07-08 19:29:13,Biscuit Love: Hillsboro Village,2001 Belcourt Ave,Nashville,TN,37212,36.1367494339,-86.7997314667,4.0,1,1,,,1,1,0,0,1,0
968,1170,1SwGMHFbrNmVJOu8YGwRoA,wzE61ThXOdrSegvwSOzf5w,0,"I was told by many people to try this place out and it did not disappoint. We went very early in the morning so we were in and out quickly. I am told it can sometimes be a wait to try the delicious goodies here. Our group all tried multiple items. The shrimp and grits were very good, this came with fried shrimp for any one wanting to know as it is not listed on the menu as being fried. Still a very good selection for breakfast. The biscuits were very  moist and fluffy. The coffee selection here is very good and high quality much strong than what we make at home. Will defiantly be recommending this place to friends and family.",2018-07-26 14:03:40,Biscuit Love: Hillsboro Village,2001 Belcourt Ave,Nashville,TN,37212,36.1367494339,-86.7997314667,4.0,1,1,,,1,1,0,0,1,0
969,1171,C1RKHudQiyOE-N94ZnBSqg,wzE61ThXOdrSegvwSOzf5w,0,"An expensive, slightly more refined version of McDonald's breakfasts. Salt content and all. Don't get me wrong - it's tasty (the same way McDonald's is, like ""I totally shouldn't be eating this but my mouth is saying 'yay' so whatever."" Just not sure it's really any better than typical fast food.",2018-04-27 18:30:58,Biscuit Love: Hillsboro Village,2001 Belcourt Ave,Nashville,TN,37212,36.1367494339,-86.7997314667,4.0,1,1,,,1,1,0,0,1,0
970,1172,KhYXtoBfzoyyuvg-aGUUwg,wzE61ThXOdrSegvwSOzf5w,0,Pretty cool place to come as a one time thing If you're a Nashville tourist. Filling meal but busy and small building but otherwise super yummy and good spot.,2018-03-04 00:00:23,Biscuit Love: Hillsboro Village,2001 Belcourt Ave,Nashville,TN,37212,36.1367494339,-86.7997314667,4.0,1,1,,,1,1,0,0,1,0
971,1173,GY2rCySJI41AXWMXvrDTJg,nFjk0xVI9fNiVN__5g-m8Q,4,"Ichicoro Ane gets lots of things right and the best part about it is the combination of the ambiance with the food choices and whiskey selection. I'm very happy with this location and the servers I have encountered so far have been helpful and pleasant.

The katsu is great and I highly recommend it to people looking for a more filling dish on the menu. The bao buns were also good for a lighter fish. I haven't had anything I really regretted trying, but definitely ask your server about the portion sizes of each dish since they vary across the menu.

The cocktail selection is excellent. I even had a special Japanese Old Fashioned last time which was a little expensive, but well worth it for some quality Japanese whiskey. 

I'm looking forward to exploring the menu little by little. The best way to experience this is in a group setting so you can try more things and it really reminds me of Izakayas or Japanese pubs I visited in Japan and Korea.",2018-02-23 22:49:01,Ichicoro Ane,"260 1st Ave S, Ste 100",Saint Petersburg,FL,33701,27.7701014,-82.6364594,4.0,1,1,,,1,1,0,0,0,0
972,1174,3I--zBb3ivAMYx_7500xUQ,nFjk0xVI9fNiVN__5g-m8Q,3,"Went here a couple weeks ago with a group of 6. Waited maybe 45 mins for a table in the ramen room- no big deal, we just had drinks at the bar, which were good. I'd recommend he drink that has activated charcoal in it -- it was so good. 

Our waitress was really really nice but that's where the good things I have to say end. Most of us ordered ramen and all of the noodles were super starchy, like how they are when over-cooked. It really was not enjoyable. I didn't complain because I don't really do that, but some of my friends did and were told that's how he noodles were supposed to taste. When two in my group tried to order something else, the waitress (who was so sweet) had to come back and tell one of them that the chef didn't want to make what she ordered (an item that was on the menu) because he was pushing a different combination of fish. That was ridiculous. 

Overall my impression was that the wait staff is great, but whoever the chef is gets a 0 star review from me. 

I've heard the Tampa location is way better, so I'd just go there.",2018-01-21 22:09:55,Ichicoro Ane,"260 1st Ave S, Ste 100",Saint Petersburg,FL,33701,27.7701014,-82.6364594,4.0,1,1,,,1,1,0,0,0,0
973,1175,mnGgwMT9wRdvf-u2vKL12Q,nFjk0xVI9fNiVN__5g-m8Q,0,Restaurant is very clean who was delicious have steak and veggies with sweet tea very fast and friendly service,2018-04-15 20:24:26,Ichicoro Ane,"260 1st Ave S, Ste 100",Saint Petersburg,FL,33701,27.7701014,-82.6364594,4.0,1,1,,,1,1,0,0,0,0
974,1193,E1MoAVCzLAnJX-rYwE-Rtg,MaYb7qMN6BomP1zQGj3Wjg,1,"Outstanding! They have great gluten-free and vegan options too. The salad, pizza, and root beer were just perfect.",2013-05-29 16:26:46,Pi Pizzeria - Delmar Loop,6144 Delmar Blvd,Saint Louis,MO,63112,38.6550126,-90.2977613,4.0,1,1,,,1,1,0,0,0,0
975,1194,X7TNHS4htMTWSQeBp8LLbw,MaYb7qMN6BomP1zQGj3Wjg,0,"Today after our Ethiopian food fiasco (see Selam review), we literally RAN into Pi after waiting hours to be served at the prior restaurant. We must have looked like a pack of hungry wolves so we told the hostess what had just happened. She seated us right away and sent us two orders of garlic bread (which we later found out were comped!). 

We ordered two pizzas and scarfed it all down. Pi has been consistently good on every visit I have made since I've moved to STL. Service is always excellent. Both the deep dish and thin crust are amazing every time.",2011-01-09 05:34:28,Pi Pizzeria - Delmar Loop,6144 Delmar Blvd,Saint Louis,MO,63112,38.6550126,-90.2977613,4.0,1,1,,,1,1,0,0,0,0
976,1195,CPo1gtC_ZXSxRXeu6HjF1g,MaYb7qMN6BomP1zQGj3Wjg,1,"Eh, crust was dry and we got the Delmar which instead of pizza sauce they use bbq sauce however they barely put any on the pizza which caused it to be dry. The server was good. The pizza took forrrevvverrr to come out though we had been done with our salads for 20-30 minutes.",2016-07-03 17:39:16,Pi Pizzeria - Delmar Loop,6144 Delmar Blvd,Saint Louis,MO,63112,38.6550126,-90.2977613,4.0,1,1,,,1,1,0,0,0,0
977,1196,RLWl7Jtw2PVEv7Y0AlF31A,MaYb7qMN6BomP1zQGj3Wjg,1,"Delicious! 

I wish they took reservations, but my friend and her fiance go there nice and early so that we could snag a seat inside (it was cold out!). 

We ordered the bianco salad ( to share between 2) and the western addition (to share between 4).

I thought the salad was tasty but nothing special, despite the white chocolate shavings. Cute idea, but not enough crunch or pizazz to make the salad seem really fabulous.

The pizza, however, was pretty darn good. We ordered it deep dish to try their special cornmeal crust and were pretty impressed. 
The crust tastes a little bit like cornbread, a little bit like pizza dough, a tiny bit like grease (the good kind) and a lot like YUM!

I don't know if it was the best pizza I've ever had, but it was very good. It would be even better if it were a tad cheaper, and didn't get so crowded! But definitely worth a visit if you're in the area!",2009-10-13 20:17:39,Pi Pizzeria - Delmar Loop,6144 Delmar Blvd,Saint Louis,MO,63112,38.6550126,-90.2977613,4.0,1,1,,,1,1,0,0,0,0
978,1197,VdGV-7rULr5lkwbphLEalA,MaYb7qMN6BomP1zQGj3Wjg,0,Just left here and every single person had a warm smile on their face.  Love this place!  Great food consistently too.  I will definitely go back - even with the construction it's worth it.,2016-02-23 18:47:56,Pi Pizzeria - Delmar Loop,6144 Delmar Blvd,Saint Louis,MO,63112,38.6550126,-90.2977613,4.0,1,1,,,1,1,0,0,0,0
979,1198,s6IfjYWJ9h_5x8xEIQpH8A,MaYb7qMN6BomP1zQGj3Wjg,0,"The pizza was good, though a little overpriced in my opinion. The atmosphere was nice and the location convenient. I would definitely go again.",2011-02-15 00:12:13,Pi Pizzeria - Delmar Loop,6144 Delmar Blvd,Saint Louis,MO,63112,38.6550126,-90.2977613,4.0,1,1,,,1,1,0,0,0,0
980,1199,ufSzxgbN_JIlZUNWFYBx4Q,MaYb7qMN6BomP1zQGj3Wjg,1,"My friend and I travel to St. Louis for a concert at Delmar Hall. This restaurant was right across from the venue and a perfect place to grab a bite before getting in line for the show. 

Our waitress was incredibly nice and was very quick to check on us and take our order.

We shared a 12"" thin crust with bacon and ricotta and it may have been one of the best pizzas we both have had. 

Only weird thing was the fact that their was absolutely no lighting in the bathroom. This only mattered a wee bit because my friend and I tried to reaply a little bit of make up before heading to the concert. But it worked out and we were fine. 

Overall, would come here again, next time I'm in St. Louis.",2017-02-19 16:39:44,Pi Pizzeria - Delmar Loop,6144 Delmar Blvd,Saint Louis,MO,63112,38.6550126,-90.2977613,4.0,1,1,,,1,1,0,0,0,0
981,1200,OqMTJmK4UbF7M4VTmEXNLA,MaYb7qMN6BomP1zQGj3Wjg,0,I think this is one of the most OVER RATED places in StLouis.  Im sorry but your pizza isn't anything special...,2013-10-03 15:16:00,Pi Pizzeria - Delmar Loop,6144 Delmar Blvd,Saint Louis,MO,63112,38.6550126,-90.2977613,4.0,1,1,,,1,1,0,0,0,0
982,1201,sIiAytP19VouKvJ47Zmo4A,MaYb7qMN6BomP1zQGj3Wjg,0,"Nice sit-down pizza spot in the Loop area, near Washington University. We went on a Friday night, so they were fairly busy and sat outside. Service was friendly, but not as attentive as one might hope.

Pizza was very good...we had two types of pizza. Ingredients seemed fresh, and the crust was nice and chewy. It seems like a small would be enough for two....they recommended a large, but we only ate about half of it.

The inside seemed very loud...we were glad to be sitting outside.

Overall, a nice spot for pizza.",2010-08-20 23:42:34,Pi Pizzeria - Delmar Loop,6144 Delmar Blvd,Saint Louis,MO,63112,38.6550126,-90.2977613,4.0,1,1,,,1,1,0,0,0,0
983,1202,lCkMPwYw0RXbj3cbdRX7Iw,MaYb7qMN6BomP1zQGj3Wjg,0,"First pizza place I tried after moving to STL in May.  We waited for 30 minutes for a table, but it is worth it. 

We tried the SF -style crust(corn meal and thick style) and then the STL which is the thin crust.  I didn't care for, and never really like the thin crust at any pizza joint.  The toppings are amazing and the atmospere is great.  Hopping place!

Sit outside and people watch is the way to go here.

PBR on tap and no AB products--don't ask.",2009-08-07 15:31:12,Pi Pizzeria - Delmar Loop,6144 Delmar Blvd,Saint Louis,MO,63112,38.6550126,-90.2977613,4.0,1,1,,,1,1,0,0,0,0
984,1203,QXxfgfBfJYX8qJMXSISBkQ,MaYb7qMN6BomP1zQGj3Wjg,0,"I'm not sure why I haven't written a review for Pi before now because we have been there a few times.  This time we took my sister-n-law and her boyfriend who had been visiting us from England.  I shared a deep dish and my wife and her sister shared a thin crust.  All of us really enjoyed the pizzas of our choosing.  That is a great thing about Pi.  You can pick whatever style you want and also pick any pizza on their menu for your half. It makes sharing so easy!  
We were able to enjoy our pizzas outside on the sidewalk which made it even better.  The only problem was our waiter.  Not that he was a bad waiter, he just seemed to be trying to hard to be some type of character.  He also kept telling us how busy he was when he clearly was not.  
To me, Pi is St Louis' hometown pizza place.  (Not an Imo's fan! Provel???)",2014-05-25 20:31:02,Pi Pizzeria - Delmar Loop,6144 Delmar Blvd,Saint Louis,MO,63112,38.6550126,-90.2977613,4.0,1,1,,,1,1,0,0,0,0
985,1204,yhThEFLIIkbf28wXVicVMA,MaYb7qMN6BomP1zQGj3Wjg,1,"Great pizza pie.  Stellar crust and ingredients, not overcooked.

The place is stylish but fun.  The HVAC is poorly designed (causing drafts where seats next to each other vary wildly in comfort).

Worse, the service is a mess.  When we finally got a waitress, she was great; but there was much confusion getting one in the first place.  I think they can earn that last star and a place among my favourites as they work out these kinks.  The &#960; is worth it.",2008-04-30 16:29:07,Pi Pizzeria - Delmar Loop,6144 Delmar Blvd,Saint Louis,MO,63112,38.6550126,-90.2977613,4.0,1,1,,,1,1,0,0,0,0
986,1205,0jiyBbd60YQ7TWa8ISt0_A,MaYb7qMN6BomP1zQGj3Wjg,0,"The deep dish pizza here is fantastic!! Like some other reviewers have mentioned, Pi is no Lou Malnati's or Giordano's. To start, we ordered the Billy Goat Chips and French Onion Dip. The chips were great, but the dip was way too salty. I'm not sure if the dip was supposed to be that salty or if maybe the chips' seasonings brought out more saltiness, but my taste receptors were screaming. But then it was time for the main attraction of the night: our large 1/2 Bucktown and 1/2 South Side Classico. At first I thought a large would be too much food, but between my boyfriend and me, we really only ended up with three pieces of leftover (pizza for breakfast is unparalleled, am i right?). The cornmeal crust was perfectly crunchy and flavorful. The toppings of each specialty pizza complemented each other well. The tomato sauce was a bit on the tart side and fairly overpowering but delicious all the same. The restaurant itself has loads of seating and the ambiance is nice. I would highly recommend Pi if you're in St. Louis and have a hankering for deep dish.",2016-03-07 02:23:31,Pi Pizzeria - Delmar Loop,6144 Delmar Blvd,Saint Louis,MO,63112,38.6550126,-90.2977613,4.0,1,1,,,1,1,0,0,0,0
987,1206,SOP9Nodm83f9dkF0_KcTXA,MaYb7qMN6BomP1zQGj3Wjg,0,"Pizza was good, many many options. Awesome Garlic Bread Ap. Salad was tasty and the desert (strawberries/ seasonal) is definitely worth ordering.",2009-03-02 00:11:45,Pi Pizzeria - Delmar Loop,6144 Delmar Blvd,Saint Louis,MO,63112,38.6550126,-90.2977613,4.0,1,1,,,1,1,0,0,0,0
988,1207,USKcprYv6M-Wq6dkV_XRVQ,MaYb7qMN6BomP1zQGj3Wjg,0,"Stopped in here for lunch after I had finished my work down the street. This was actually my second visit to Pi. I had been a couple of years ago during my first visit to St. Louis and I liked the pizza so much that I had to come back.
I was the only person in the place. I came in at that weird time between lunch and dinner rush. Regardless, the bartender was super friendly. He chatted me up about all of the local beers they have. I finally settled on a Schlafly pumpkin because it's me and it's fall. I didn't have pizza on this visit (not because it isn't amazing because it is, but because I couldn't eat a whole pizza on my own). Instead I ordered a Cesar salad and the meatball appetizer. 
First off the salad was freaking huge!!! It was tasty for a Cesar salad though they really are hard to mess up. The meatball appetizer was awesome! You get about 5 meatballs in sauce and covered with cheese alongside a few pieces of bread. The salad and meatballs were the perfect lunch.
I'll be back friends, as soon as work takes me to St. Louis again.",2016-10-26 19:36:38,Pi Pizzeria - Delmar Loop,6144 Delmar Blvd,Saint Louis,MO,63112,38.6550126,-90.2977613,4.0,1,1,,,1,1,0,0,0,0
989,1208,X7lexrNtmZgZ_5lt94uR9Q,MaYb7qMN6BomP1zQGj3Wjg,0,"Epic. God I love pizza.

Obama was right.

Do I really need to say more?

Sorry this wasn't a haiku.",2010-11-25 21:36:58,Pi Pizzeria - Delmar Loop,6144 Delmar Blvd,Saint Louis,MO,63112,38.6550126,-90.2977613,4.0,1,1,,,1,1,0,0,0,0
990,1209,J85-h1OXgjVCo8YLfrswTQ,MaYb7qMN6BomP1zQGj3Wjg,0,"I know that Pi is a popular place, and that it gets packed in the loop, especially on Friday and Saturday nights.  Since they don't take reservations for 2 people, and being the smart yelper that I am, I called first to check on the wait.  They said that by the time I came in, there would be no wait, especially because the concert at the Pageant was about to start.  So the bf and I headed down there 10 min later, and he dropped me off so I wouldn't have to walk in the cold (what a gentleman).  I walked in, and the snooty hostesses told me there was a 40 min wait.  Um there is NO WAY all of those people just showed up in 10 min.  Clearly someone fudged the truth to get me to come in.  And there wasn't a single seat or place to stand in the bar or the tiny waiting area.  I tried to call him to tell him not to park and walk down (he would probably have to walk pretty far) but he wasn't paying attention to his phone, so he never got the message.   He walked in, took one look, and I knew we were both on the same page.  I politely told the hostesses that they could cross off our name, and then waited by the door while he pulled the car around.  They proceeded to stare at me very obviously and whisper during this time, until I left, which  is bad business, whether you're a catty hostess that still thinks she is in high school (or maybe still is), or a hostess raving about how fabulous my outfit is.  Either way girls, it's rude.

Don't get me wrong...the pizza here is good.  But it's no mystic pizza.  And it isn't the only pizza place around.  This story has a happy ending though.  We went to Dewey's, were promptly seated, experienced the best service there, as we always do, and left with full bellies, probably way before we would've even gotten our pizza at Pi. 

Never again.",2011-01-09 18:13:26,Pi Pizzeria - Delmar Loop,6144 Delmar Blvd,Saint Louis,MO,63112,38.6550126,-90.2977613,4.0,1,1,,,1,1,0,0,0,0
991,1210,4B1yYB3bozpSl4OqqhhbxA,VRGYwKE_Z77frm5NwLvJhw,0,My group of 6 all got burgers and were very satisfied. Very clean and nice place. Sweet potato tots are a must.,2017-10-25 01:51:45,Burger Republic,420 11th Ave S,Nashville,TN,37203,36.1524355,-86.7835814,4.0,1,1,,,1,0,0,0,0,0
992,1211,9sLlVcXiFQJfZDJpLmBTJQ,VRGYwKE_Z77frm5NwLvJhw,0,The Tater-Tots were good but not anything I haven't  had before. Burger was satisfactory.  Quick stop for lunch.  Staff was helpful with providing directions to local attractions.,2017-08-28 23:03:53,Burger Republic,420 11th Ave S,Nashville,TN,37203,36.1524355,-86.7835814,4.0,1,1,,,1,0,0,0,0,0
993,1212,28F7TeJvaB2FP1vf1Xr9tQ,VRGYwKE_Z77frm5NwLvJhw,0,"This place is disappointing for a 4.5 star rating. The burgers were so-so. The vibe felt very much like a chain restaurant like Red Robin. We did go on a Tuesday night so perhaps it's better on the weekends? Either way, we won't be back.",2016-07-14 21:48:29,Burger Republic,420 11th Ave S,Nashville,TN,37203,36.1524355,-86.7835814,4.0,1,1,,,1,0,0,0,0,0
